"","decimalLongitude","decimalLatitude"
"2268",152.961453,-30.582296
"2293",152.7957,-25.592069
"2294",150.75,-22.783333
"2295",151.865483,-26.560732
"2306",149.179168,-21.274166
"2308",150.626072,-22.890088
"2314",152.724905,-31.806665
"2326",153.117958,-26.823381
"2335",151.607449,-32.759829
"2336",151.451146,-33.415087
"2347",152.9195,-29.553642
"2358",152.460762,-25.66947
"2359",152.774449,-29.827761
"2362",153.487349,-28.972386
"2363",146.816667,-19.666667
"2365",151.313387,-33.461779
"2378",142.926119,-11.940165
"2381",153.354308,-28.070039
"2382",153.324936,-28.83276
"2389",152.36676,-24.864609
"2391",145.181371,-37.699459
"2396",152.9609,-31.045228
"2397",153.243686,-29.200805
"2403",153.16579,-29.206356
"2406",153.428488,-28.140454
"2412",153.21925,-29.588145
"2415",152.124444,-25.560278
"2418",152.19044,-32.52696
"2428",153.496262,-28.691401
"2429",153.339552,-29.293143
"2439",144.561289,-14.344146
"2440",153.027467,-27.690106
"2447",150.766275,-34.015214
"2448",152.659387,-25.969506
"2451",153.573879,-28.722351
"2454",146.084244,-37.06118
"2461",153.345464,-28.759907
"2468",151.080969,-32.763324
"2470",152.836046,-26.93523
"2471",153.52848,-28.399163
"2493",153.076061,-27.456736
"2502",152.848889,-27.679167
"2513",151.166667,-33.6
"2514",143.1509218,-12.7153626
"2531",151.4342511,-32.1319578
"2549",142.064483,-11.79825
"2561",153.14061,-27.82538
"2575",145.883333,-17.35
"2576",145.060278,-15.477222
"2577",153.064225,-27.109322
"2587",142.4,-10.883333
"2593",150.591943,-34.81347
"2603",153.197957,-29.534253
"2617",153.373577,-27.915105
"2619",150.756667,-23.166667
"2633",153.061667,-25.897222
"2634",152.494057,-32.075759
"2637",153.367381,-28.339759
"2648",152.943161,-29.705397
"2649",152.711057,-25.879799
"2662",152.61383,-25.148134
"2665",153.526065,-28.418554
"2669",153.029151,-26.562045
"2680",151.47915,-33.13551
"2684",152.195,-32.624
"2690",151.484761,-33.099245
"2700",152.886453,-30.963813
"2701",151.097755,-34.10253
"2702",152.685797,-25.527091
"2703",153.379152,-29.212709
"2712",152.927261,-27.581047
"2713",142.783333,-11.166667
"2721",153,-31.083333
"2731",152.622443,-31.781785
"2741",152.964657,-29.551427
"2745",151.638744,-33.116258
"2746",151.581541,-32.987722
"2747",151.51856,-32.992768
"2749",153.135081,-29.611196
"2758",151.24114,-33.84425
"2763",152.725393,-31.423793
"2766",153.102525,-27.562922
"2767",152.203478,-32.415858
"2774",150.877958,-33.851972
"2776",153.032715,-25.411172
"2779",141.583333,-14.75
"2781",151.717394,-32.944018
"2800",153.08373,-29.222139
"2803",150.893601,-33.653833
"2811",145.183333,-15.633333
"2812",151.818621,-32.666412
"2814",152.960459,-29.54148
"2827",153.434432,-28.309612
"2830",153.211436,-29.575899
"2832",151.59455,-33.010025
"2851",153.076786,-25.640322
"2860",153.415414,-27.30073
"2861",151.994114,-24.523973
"2864",152.929139,-30.700889
"2867",145.6383,-16.85
"2870",150.65372,-35.012877
"2874",153.023539,-30.946816
"2878",151.743899,-32.776189
"2880",152.807574,-29.822304
"2884",152.698834,-25.810632
"2903",152.820447,-29.837677
"2916",153.501902,-28.959598
"2921",151.1,-33.8
"2923",152.773735,-26.980408
"2926",152.432291,-31.875812
"2927",142.6,-12.766667
"2933",153.17775,-27.58427
"2942",145.7,-17.45
"2944",152.468315,-31.946455
"2951",142.207812,-10.176288
"2955",152.9867,-26.3641
"2958",152.63826,-25.676055
"2959",153.553294,-28.207893
"2963",151.50308,-33.097243
"2965",151.175513,-23.613422
"2972",153.183034,-29.189159
"2978",150.94392,-33.866635
"2983",152.957803,-31.032179
"2984",145.412485,-16.326193
"2986",142.413889,-11.383611
"2999",152.644371,-31.862137
"3002",149.453933,-24.009642
"3008",150.961735,-33.813907
"3014",152.820267,-30.996808
"3016",151.377734,-33.380085
"3020",152.8554,-26.4385
"3041",153.126061,-27.390069
"3043",151.176553,-33.70612
"3050",150.78489,-34.54728
"3051",152.86809,-31.083027
"3053",142.316667,-10.966667
"3055",151.597342,-32.997207
"3057",153.430587,-27.488353
"3063",152.131211,-27.518689
"3072",150.734326,-34.295269
"3086",142.509454,-12.523496
"3090",145.483333,-16.666667
"3094",150.88612,-33.96836
"3103",152.853272,-26.372769
"3104",152.951285,-28.989407
"3106",152.939562,-27.746764
"3109",151.779636,-32.907842
"3111",153.376061,-27.123403
"3128",144.227995,-37.063057
"3135",153.335313,-27.985274
"3137",152.760046,-25.320235
"3143",152.657542,-25.836488
"3149",152.81084,-29.158055
"3152",152.780452,-31.736026
"3157",152.414426,-32.128968
"3161",152.788547,-25.367288
"3163",153.130603,-25.456408
"3173",151.416239,-33.492254
"3175",153.127145,-25.508866
"3176",151.167736,-23.631755
"3178",152.693315,-25.697987
"3189",150.763849,-22.642865
"3190",153.001072,-26.471643
"3191",152.175372,-32.580749
"3192",153.101339,-29.619226
"3193",153.085701,-29.114641
"3197",152.219004,-32.388921
"3201",153.0008506,-25.4986191
"3203",146.339444,-18.992222
"3233",151.1765,-33.868693
"3236",153.071316,-28.761884
"3239",153.186679,-29.878803
"3242",152.95,-26.85
"3248",145.25,-15.4667
"3254",152.794322,-31.001632
"3261",153.083953,-27.64938
"3268",152.55843,-25.717024
"3291",150.920122,-34.319465
"3305",144.459443,-14.356815
"3314",153.250094,-27.532371
"3324",153.282596,-29.341103
"3327",152.489443,-32.350607
"3336",152.501115,-32.165078
"3345",152.90801,-26.432093
"3348",152.406888,-25.09397
"3350",143.233333,-12.75
"3356",152.995208,-27.663211
"3359",152.922401,-30.663321
"3360",153.07116,-25.54612
"3366",152.313834,-24.994248
"3399",152.114973,-32.666832
"3401",152.442722,-24.990082
"3404",150.845131,-33.989385
"3407",150.7836,-23.2172
"3416",153.083333,-30.05
"3419",150.81264,-33.78678
"3420",153.01489,-30.486901
"3424",150.794872,-34.008691
"3427",151.210235,-23.537033
"3435",153.023894,-29.499949
"3449",153.106058,-26.876545
"3450",151.501769,-33.083021
"3455",153.151647,-27.534122
"3467",152.998092,-26.4092
"3483",151.933412,-32.573164
"3484",152.783333,-31.333333
"3489",150.574569,-33.70198
"3502",151.028347,-33.704921
"3506",153.216667,-27.516667
"3507",152.765761,-30.956847
"3518",150.977953,-33.951799
"3524",151.489408,-33.074854
"3527",152.9534,-26.2829
"3537",153.269172,-28.994237
"3550",152.963252,-31.314076
"3553",151.651511,-32.766254
"3559",152.54141,-25.715883
"3563",151.638,-32.793
"3565",152.7008962,-31.6319496
"3568",152.90869,-30.911874
"3585",150.534438,-33.68748
"3588",153.001057,-26.365073
"3591",152.991562,-27.540874
"3593",152.716021,-25.583748
"3621",150.887266,-33.686799
"3629",141.963036,-12.533609
"3633",153.251789,-29.105501
"3635",152.894278,-27.013429
"3639",152.992678,-30.61107
"3647",152.814138,-29.790356
"3651",145.366667,-16.366667
"3654",153,-26
"3659",152.695647,-25.263412
"3668",151.153228,-34.057551
"3669",143.101972,-13.825667
"3678",150.56076,-34.275304
"3681",151.499663,-33.01779
"3687",152.38402,-32.463
"3696",142.321679,-10.203897
"3697",151.966652,-32.692831
"3706",152.989517,-27.619089
"3710",153.039336,-26.048457
"3719",151.737906,-32.661211
"3726",153.215829,-28.587579
"3730",153.149678,-29.478676
"3737",153.078229,-29.219403
"3747",151.410674,-33.420156
"3748",153.075497,-26.047851
"3759",153.374293,-29.031169
"3760",149.902194,-36.909444
"3765",153.171214,-29.428496
"3783",151.035568,-33.917575
"3790",145.75,-16.933333
"3793",150.594376,-34.736668
"3797",145.417387,-16.22123
"3801",142.146905,-10.163937
"3808",151.251822,-33.961573
"3821",153.049428,-26.651775
"3828",150.964905,-33.758877
"3830",150.745834,-34.03957
"3834",145.3,-15.583333
"3874",145.392773,-16.290137
"3875",141.809457,-12.306836
"3882",153.080936,-29.740848
"3898",152.348148,-31.867945
"3909",153.172169,-28.724224
"3924",152.442778,-24.804167
"3942",145.192769,-15.140139
"3943",152.802445,-25.296208
"3953",152.705224,-25.865077
"3956",150.868906,-34.400001
"3957",142.633333,-12.466667
"3965",153.041494,-26.775068
"3967",153.001336,-30.664761
"3971",150.86774,-23.515089
"3984",151.985882,-32.787919
"3997",153.06533,-26.233333
"3998",153.32392,-27.980347
"3999",152.643652,-31.896876
"4001",151.753651,-32.949029
"4003",153.011203,-27.184712
"4006",153.311616,-27.926358
"4015",153.304761,-29.624453
"4025",151.534198,-32.828263
"4035",152.816667,-25.766667
"4039",153.365293,-29.220871
"4041",153.078504,-29.422446
"4055",153.230278,-28.763431
"4064",153.306749,-28.964199
"4074",150.691383,-22.802035
"4076",153.242733,-27.873401
"4077",153.092041,-30.381541
"4078",149.209416,-21.156767
"4082",152.786,-26.3653
"4091",143.10945,-12.756827
"4092",152.908042,-25.78166
"4121",153.277141,-27.837749
"4131",153.066151,-26.733165
"4132",153.531551,-28.687064
"4149",145.173611,-15.487222
"4151",153.089004,-25.591961
"4165",153.024752,-26.666986
"4166",153.107074,-29.553563
"4174",153.068516,-27.585156
"4198",152.902997,-28.769252
"4207",145.7508,-16.9011
"4216",151.574113,-32.773373
"4222",151.9667,-32.4667
"4228",150.949289,-33.717529
"4231",152.9,-27.6
"4243",152.78937,-31.502475
"4258",153.440799,-27.03238
"4259",153.239773,-29.366629
"4270",153.088122,-26.583857
"4276",153.124371,-29.160624
"4281",152.688028,-31.751739
"4294",153.149321,-28.394323
"4306",153.079167,-26.706944
"4313",152.694428,-31.727506
"4324",145.199647,-37.976937
"4328",142.566667,-10.766667
"4337",153.45,-27.57
"4338",152.51522,-25.031191
"4355",151.244919,-33.336694
"4370",153.11809,-27.084858
"4371",145.083333,-15.116667
"4372",151.92785,-24.400208
"4389",152.2667,-25.2167
"4418",152.396187,-32.092241
"4426",145.7,-16.9
"4429",153.246485,-29.746095
"4433",152.117332,-32.665095
"4442",151.612596,-32.8049
"4461",152.916667,-25.933333
"4475",142.333333,-16.083333
"4476",151.444417,-33.078005
"4487",152.57,-25.27
"4489",152.745114,-31.0668
"4495",153.4167,-27.9667
"4499",145.876101,-16.923467
"4520",142.230786,-10.169239
"4555",153.0054,-26.4312
"4571",151.925426,-32.747148
"4591",146.7294,-19.35035
"4610",152.907707,-31.145583
"4623",152.9092191,-30.7319479
"4646",153.311868,-29.246277
"4660",152.984337,-26.483398
"4667",152.401093,-32.238202
"4668",145.25,-16.083333
"4686",143.661667,-14.229444
"4687",150.803004,-33.513185
"4707",152.428926,-31.918962
"4712",152.9499,-26.222
"4718",152.9092,-26.2855
"4732",152.209084,-32.616568
"4735",153.34517,-29.356306
"4745",153.426704,-28.463391
"4746",141.842795,-13.323498
"4755",152.931701,-31.13495
"4787",150.582906,-34.825122
"4811",143.316667,-13.783333
"4816",153.071124,-27.408472
"4819",152.772818,-25.632477
"4837",150.4667,-23.3667
"4842",150.984233,-33.725455
"4848",152.96933,-26.008125
"4871",146.033333,-18.033333
"4881",153.4,-27.1667
"4891",151.701382,-32.883949
"4898",153.158495,-30.04247
"4917",143.019889,-13.122528
"4934",145.34577,-15.886855
"4951",144.600116,-14.696887
"4955",153.15963,-28.858611
"4969",152.587778,-31.961944
"4972",150.839375,-34.425561
"4979",152.8142,-31.051678
"4981",145.24277,-15.973472
"4990",153.08375,-27.610935
"5007",146.1,-18.816667
"5008",150.271074,-22.758385
"5011",153.210752,-28.919817
"5041",152.825653,-29.52181
"5044",152.125721,-32.753666
"5086",152.723333,-31.773924
"5111",152.863152,-25.667057
"5112",152.43103,-32.17873
"5120",153.407212,-27.493912
"5141",153.040483,-29.575604
"5146",152.759225,-25.274365
"5148",151.167736,-23.581755
"5155",152.947973,-25.771165
"5174",150.579775,-34.207204
"5198",145.041667,-14.998889
"5203",151.161347,-23.539811
"5211",153.09323,-26.009579
"5213",150.818986,-34.429425
"5230",150.822605,-33.957774
"5234",152.416667,-25.15
"5235",153.238667,-27.551125
"5242",150.701032,-22.56525
"5258",150.718015,-22.566755
"5261",153.008457,-29.016881
"5266",152.448914,-32.094107
"5295",151.083333,-25.616667
"5300",145.283333,-15.316667
"5308",146.0166,-17.8635
"5315",144.45,-15.57
"5319",153.219615,-29.895367
"5326",152.635475,-25.442037
"5330",152.895205,-30.667157
"5332",143.210787,-12.732378
"5349",146.033333,-17.716667
"5366",151.961274,-32.569077
"5367",146,-19.916667
"5374",152.958727,-27.703225
"5384",151.124955,-33.639933
"5387",152.7071,-31.452773
"5391",151.972946,-27.609383
"5424",153.117825,-30.28186
"5449",146.043328,-17.942628
"5455",152.339456,-32.515636
"5461",142.382862,-11.02647
"5466",152.955867,-26.81911
"5469",153.26715,-27.672579
"5475",153.205662,-29.808165
"5498",152.872063,-25.898465
"5507",153.575607,-28.705195
"5510",150.50608,-23.249543
"5511",151.528525,-32.159662
"5521",152.659722,-25.283042
"5524",150.691376,-34.869217
"5534",151.243608,-33.982656
"5537",152.809143,-31.295372
"5543",150.792742,-23.340089
"5560",152.571577,-31.93247
"5562",153.092724,-26.656736
"5575",153.237874,-29.949267
"5630",152.59749,-25.75744
"5637",151.400511,-32.708497
"5640",152.727334,-30.197586
"5644",145.25,-15.733333
"5658",152.928029,-31.371384
"5670",151.111626,-23.507311
"5677",153.066667,-27.183333
"5679",151.551746,-24.406594
"5702",152.209392,-25.156748
"5703",152.543567,-32.220985
"5762",152.834352,-26.998591
"5771",152.960008,-28.976141
"5784",153.297583,-27.649775
"5793",153.175467,-29.373108
"5796",151.080746,-33.823319
"5819",153.344954,-27.823401
"5836",153.272949,-24.913452
"5865",151.834843,-32.649175
"5885",150.794323,-34.206549
"5897",152.851037,-25.773148
"5900",152.850288,-25.664773
"5904",152.55171,-25.43602
"5911",153.215225,-30.000028
"5916",150.709126,-33.77525
"5919",150.861114,-34.538839
"5931",149.03956,-34.992152
"5944",153.030348,-26.19132
"5961",152.648834,-25.713689
"5969",152.95,-30.35
"5978",153.150377,-27.712487
"6012",153.227618,-27.708887
"6019",150.187304,-35.697877
"6022",142.664167,-11.953889
"6040",152.834604,-31.205693
"6071",152.51468,-25.14255
"6074",145.326633,-16.635615
"6075",151.015409,-33.666535
"6080",141.75,-13.066667
"6104",151.084806,-33.939861
"6108",153.127801,-27.079218
"6114",152.906518,-25.870856
"6120",151.223357,-33.650745
"6123",152.375556,-25.592778
"6141",145.159164,-37.917358
"6145",152.956857,-27.36637
"6147",150.592749,-33.873502
"6151",152.347503,-25.043708
"6153",153.079969,-26.401911
"6162",152.454638,-32.290326
"6179",152.320913,-25.571071
"6191",150.57797,-34.854757
"6204",152.526051,-25.106744
"6226",152.863972,-28.901284
"6229",151.216378,-24.158441
"6237",150.63106,-33.769769
"6243",153.010687,-29.801308
"6248",153.493467,-27.420761
"6251",152.869167,-25.847778
"6257",153.426061,-27.323403
"6265",150.747697,-33.614055
"6274",150.886311,-34.417727
"6292",151.09612,-33.9798
"6302",145.153889,-15.064722
"6319",151.525428,-32.775175
"6331",151.04099,-33.85028
"6348",153.036869,-26.655724
"6358",153.1167,-29.3667
"6373",153.092728,-27.423403
"6386",152.76,-26.916111
"6393",152.919579,-29.733822
"6417",151.138569,-23.6462
"6424",151.961625,-32.799419
"6428",145.741096,-37.383378
"6456",152.47133,-25.311455
"6459",151.009848,-34.084687
"6481",152.984901,-28.762435
"6503",152.240533,-24.685351
"6519",153,-26.283333
"6520",142.376121,-11.123503
"6524",150.980766,-34.154709
"6533",153.100737,-25.956392
"6556",152.759727,-25.76238
"6557",152.641827,-25.648333
"6581",152.768001,-26.947036
"6586",153.112454,-27.75729
"6598",150.896659,-32.276306
"6612",150.7375,-22.783056
"6619",150.887488,-34.416033
"6624",142.666667,-11.166667
"6628",152.396789,-25.703849
"6630",145.441783,-16.172349
"6647",150.513245,-23.431289
"6680",152.531701,-31.784394
"6696",153.181625,-29.148392
"6701",150.791229,-33.633264
"6715",153.422566,-28.914348
"6728",151.093005,-33.902238
"6757",150.717743,-23.109534
"6778",150.910865,-33.530005
"6787",151.98601,-32.733978
"6813",144.944912,-37.748841
"6815",153.311537,-29.146212
"6825",152.209401,-26.156746
"6827",152.683,-25.747854
"6841",152.64788,-25.75236
"6863",152.966923,-29.149666
"6869",153.369342,-28.913985
"6899",150.818472,-33.647055
"6915",152.183333,-25.583333
"6937",152.908401,-28.636645
"6941",152.838563,-25.578957
"6961",146.3342382,-19.3986611
"6963",153.01166,-25.924514
"6972",151.842727,-24.173419
"6973",153.455195,-28.528784
"6975",152.6,-31.82
"6981",153.15,-29.8
"6996",153.325929,-29.461048
"7004",152.9,-30.45
"7030",153.041371,-30.243836
"7049",150.303311,-33.727406
"7053",151.376067,-23.956755
"7057",151.616667,-24.116667
"7075",153.123134,-29.501031
"7086",151.261212,-23.920445
"7098",142.222648,-10.160589
"7116",152.340385,-32.184585
"7164",151.167108,-33.812453
"7219",150.400521,-22.567867
"7235",150.292748,-22.873424
"7237",151.005203,-33.592455
"7242",153.12526,-26.799306
"7243",150.970005,-34.18104
"7247",152.455776,-25.033692
"7253",152.547291,-31.835846
"7257",150.463439,-33.736978
"7279",152.701102,-31.615076
"7312",151.549627,-32.713177
"7333",152.552269,-25.234718
"7346",153.176045,-25.256739
"7371",152.946013,-29.631663
"7373",153,-28.966667
"7377",152.6784,-25.49071
"7383",152.580376,-25.543304
"7386",151.592736,-32.894081
"7388",152.841922,-25.436089
"7405",143.133333,-12.766667
"7418",152.2691,-24.8288
"7444",153.046449,-26.033256
"7477",153.0342151,-30.4319471
"7502",142.1775,-12.363056
"7519",150.67032,-22.83672
"7580",150.709405,-22.590088
"7585",153.043679,-29.17464
"7602",152.661114,-25.503805
"7605",153.05083,-25.515046
"7626",153.041717,-27.265611
"7647",153.264265,-28.878727
"7652",152.942149,-30.469205
"7653",153.413558,-28.051189
"7661",152.8947,-26.2333
"7701",153.074699,-29.659405
"7709",152.57446,-25.16362
"7722",150.627944,-33.730339
"7726",153.11494,-28.56111
"7733",151.261345,-23.670921
"7745",153.057418,-27.693092
"7750",151.701109,-32.68261
"7802",153.040375,-26.612862
"7819",151.223889,-23.738333
"7850",152.495632,-32.180396
"7851",152.613006,-25.48177
"7864",152.99707,-27.17755
"7866",152.896969,-27.277895
"7867",145.770149,-18.723649
"7885",152.961389,-26.654722
"7906",151.749453,-32.834317
"7922",152.726433,-25.81946
"7993",152.049829,-24.968251
"8008",152.845985,-27.65941
"8026",152.12993,-26.87028
"8056",152.530556,-26.097056
"8069",152.633463,-25.207257
"8074",150.911993,-33.73679
"8076",150.717743,-23.398422
"8082",146.0167,-17.35
"8136",145.908387,-18.059905
"8152",143.342786,-13.740156
"8179",150.718533,-33.863911
"8207",151.797733,-32.726893
"8218",145.194624,-38.318193
"8229",152.403833,-25.079525
"8240",145.25,-15.75
"8285",150.876075,-23.490089
"8287",152.989623,-27.11593
"8296",151.330249,-33.256554
"8297",152.422188,-27.255077
"8315",152.96745,-26.437083
"8347",151.564268,-33.10333
"8353",145.326106,-16.140137
"8354",153.424079,-27.146739
"8413",151.214679,-23.630922
"8435",142.368917,-10.981083
"8446",141.833333,-13.316667
"8494",150.90393,-33.920972
"8509",151.8167,-24.1167
"8517",153.005255,-25.985572
"8525",153.076465,-25.597717
"8533",152.830278,-27.080278
"8542",151.455556,-32.703889
"8549",150.590955,-34.872238
"8554",153.547839,-28.892491
"8556",148.733333,-20.466667
"8559",150.733439,-34.508996
"8584",145.113057,-17.675703
"8586",151.961385,-32.653334
"8602",152.533335,-31.897812
"8608",152.34056,-32.37148
"8619",153.015411,-27.452633
"8698",150.7897,-34.2019
"8719",151.447149,-33.180838
"8761",152.978001,-27.06542
"8763",144.583333,-14.683333
"8766",152.585616,-27.295799
"8785",152.795603,-29.572804
"8790",152.806087,-25.358865
"8798",152.727775,-25.724762
"8846",152.335913,-27.446221
"8870",153.124825,-29.750971
"8872",150.807778,-33.553289
"8929",153.35828,-28.09207
"8937",153.480201,-28.646005
"8999",150.674131,-23.212033
"9003",152.940803,-27.088382
"9007",150.971224,-34.053997
"9015",145.483078,-17.255573
"9018",146.016667,-17.966667
"9041",151.918473,-24.23355
"9048",146.918639,-19.342778
"9056",152.94065,-27.16337
"9083",153.276153,-29.550059
"9102",152.942016,-31.180711
"9113",153.083333,-30.266667
"9125",150.816617,-34.616815
"9138",152.791743,-25.80207
"9145",151.204551,-33.769599
"9150",153.010388,-25.452546
"9160",152.484486,-32.254212
"9179",146.042763,-17.373462
"9180",151.388898,-33.286546
"9209",150.985689,-33.383397
"9234",145.136667,-16.528333
"9237",152.757526,-25.403561
"9255",145.333333,-16.066667
"9302",148.703746,-20.272919
"9312",150.952619,-33.789241
"9334",152.938816,-27.484632
"9338",153.164499,-29.275747
"9339",152.784585,-29.838026
"9367",144.416667,-14.45
"9376",153.441667,-28.075
"9411",153.274443,-29.219027
"9426",153.277153,-24.924239
"9509",144.126112,-14.506813
"9519",143.1,-20.25
"9531",152.920755,-27.625547
"9604",145.009436,-15.290139
