"Seedlot","Seedling_number_rustassay","Mean_seedling_score_rustassay","Sd_seedling_score_rustassay","latitude","longitude","MatLine_Genompred","Seedling_number_genompred","Mean_seedling_score_genompred","Sd_seedling_score_genompred"
"NSW1071070",10,25.4,26.4037034439405,-31.19779728,152.9682061,2.20660657113819,7,1.80360001028435,0.725272928918253
"NSW1071075",7,7.85714285714286,10.7459848537112,-28.60642035,153.5706189,2.21457778077752,2,1.21962653503898,1.35949078336385
"NSW1071080",7,9.25,21.2102569527104,-28.60644177,153.5706227,2.2419353389282,3,0.284421220031751,0.276024145634631
"NSW1071090",9,1.875,2.23207142742853,-28.47684672,153.5464416,2.22141571193952,1,0.078809934844116,NA
"NSW1071110",7,11,18.6279360101972,-31.1994082,152.9677057,2.18784696700773,3,1.65543941455967,0.839143682431563
"NSW1071113",3,2,3.46410161513775,-31.25563895,152.9663093,2.19813864841062,2,0.807060992386013,0.972160326378375
"NSW1071115",5,12.4,12.0954536913669,-31.1977717,152.9681876,2.1705161741888,3,1.12454491973348,0.834069008566972
"NSW1071118",9,6.38888888888889,9.81318557406875,-31.25555562,152.9661151,2.17809928179382,5,1.55284779526881,0.420844790926153
"NSW1071123",6,2.16666666666667,1.72240142436851,-28.60559014,153.5734019,2.22628384318176,2,1.21282028832158,0.00615958318837132
"NSW1071128",12,0.916666666666667,2.15146180044822,-28.47762564,153.5453594,2.22841285711858,5,0.294000634585054,0.578945381855064
"NSW1071133",10,11.65,17.9846385068542,-28.47766614,153.5453788,2.21582509990982,3,1.45174732332819,0.753709487132582
"NSW1071138",11,2.55,2.73302843827949,-30.18978066,153.1635112,2.21162231501108,5,1.12371791195465,0.536329580593266
"NSW1071143",11,10.4090909090909,13.8506645721752,-28.6042916,153.5739313,2.22894832726821,5,1.87190956527265,0.392224851527405
"NSW1071143",11,10.4090909090909,13.8506645721752,-28.6042916,153.5739313,2.22894832726821,5,1.87190956527265,0.392224851527405
"NSW1071148",11,32.4545454545455,27.019858017257,-30.18909682,153.1615244,2.16321150823985,5,1.54643475270583,0.720372986499901
"NSW1074318",6,0.833333333333333,1.60208197875972,-29.85196215,153.2605053,2.15451976578383,3,0.723330012102718,0.553562269877474
"NSW1074324",5,0,0,-33.2802966,151.5553762,2.0400635928092,1,0.1088256635102,NA
"NSW1074324",5,0,0,-33.2802966,151.5553762,2.0400635928092,1,0.1088256635102,NA
"NSW1074329",6,1.66666666666667,2.42212028327799,-31.25654649,152.9661873,2.19983373349351,4,0.399122545071405,0.692202776976906
"NSW1074334",8,5.71428571428571,10.1770048919821,-31.25437969,152.966154,2.18216720378657,3,0.661815101650757,0.982890684998962
"NSW1074339",7,5.21428571428571,7.02292165494024,-31.25441977,152.9661785,2.20222457969526,4,1.07464237142422,0.792469552913635
"NSW1074398",3,9,12.7279220613579,-30.17570688,153.1868368,2.19829882272392,2,2.12350894799066,0.0624813347176545
"NSW1074423",9,7.77777777777778,13.6177988105437,-33.2049692,151.5481722,2.04324498640838,6,1.36951402924508,0.822950575817907
"NSW1074423",9,7.77777777777778,13.6177988105437,-33.2049692,151.5481722,2.03663986007646,6,1.36951402924508,0.822950575817907
"NSW1074428",1,0,NA,-33.20493702,151.5481819,2.10307713948662,NA,NA,NA
"NSW1074428",1,0,NA,-33.20493702,151.5481819,2.10307713948662,NA,NA,NA
"NSW1074429",4,11.625,7.88854654969258,-33.20594131,151.5485014,NA,2,2.06523763822478,0.0501454220217843
"NSW1074433",5,33.45,38.3015991833239,-33.28540365,151.5515136,NA,4,1.54747919017541,1.04984605216678
"NSW1074453",4,21.6666666666667,33.291640592397,-33.2792015,151.5552973,2.06141609632546,1,1.51654651846697,NA
"NSW1074458",3,5.5,8.23103881657716,-33.2087521,151.5499654,2.10296266014962,1,0.994615792193642,NA
"NSW1075704",6,22,17.469974241538,-32.7624922,151.7839244,2.00326505845974,3,1.62662718423919,1.20829793467044
"NSW1075705",8,4.42857142857143,8.16715256086116,-32.7619675,151.7834637,2.03672349266845,1,1.20057359263873,NA
"NSW1075705",8,4.42857142857143,8.16715256086116,-32.7619675,151.7834637,2.03878565248559,1,1.20057359263873,NA
"NSW1075706",2,10,14.142135623731,-32.7629435,151.7841001,2.01648340268699,2,1.14706263141004,1.17858493956565
"NSW1075706",2,10,14.142135623731,-32.7629435,151.7841001,2.0083543098764,2,1.14706263141004,1.17858493956565
"NSW1075707",4,2.5,5,-32.7619695,151.7834591,2.04690949941567,1,0.13621388936423,NA
"NSW1075707",4,2.5,5,-32.7619695,151.7834591,2.04866928638988,1,0.13621388936423,NA
"NSW1075708",4,6,12,-32.7626059,151.7842473,2.00834537581453,NA,NA,NA
"NSW1075708",4,6,12,-32.7626059,151.7842473,2.03452724463839,NA,NA,NA
"NSW1075709",11,6.95454545454545,11.2259844678642,-32.7677709,151.7871565,2.02436655176137,5,1.03634691562557,0.934870590895437
"NSW1075710",7,4.5,5.15590276608601,-32.7677709,151.7871565,2.04835380541071,2,1.23488303963725,0.938688111718256
"NSW1075710",7,4.5,5.15590276608601,-32.7677709,151.7871565,2.05786226458119,2,1.23488303963725,0.938688111718256
"NSW1075711",7,0.714285714285714,1.88982236504614,-32.7676678,151.7873916,2.00389669225155,1,1.30340449598719,NA
"NSW1075711",7,0.714285714285714,1.88982236504614,-32.7676678,151.7873916,2.00656768817988,1,1.30340449598719,NA
"NSW1075712",8,6.8125,13.1147068482024,-32.7677112,151.7874748,2.01725332578381,3,0.513096891658149,0.713306293614006
"NSW1075713",8,0.0714285714285714,0.188982236504614,-32.7645357,151.7869508,2.05182247822892,4,0.104364411300576,0.265834069485607
"NSW1075713",8,0.0714285714285714,0.188982236504614,-32.7645357,151.7869508,2.04785499229483,4,0.104364411300576,0.265834069485607
"NSW1075718",4,10.5,5.19615242270663,-33.4928454,151.422143,2.1161038709433,2,1.54220267547311,0.013535503810817
"NSW1075719",5,10.1,22.3058288346342,-33.4928905,151.4190434,2.13878895931315,3,0.311938683867567,0.419612018386858
"NSW1075719",5,10.1,22.3058288346342,-33.4928905,151.4190434,2.12788742903883,3,0.311938683867567,0.419612018386858
"NSW1075720",10,11.7,17.4884088597118,-33.4900754,151.4189252,2.13566941532787,2,1.77601250382442,0.965406531571928
"NSW1075720",10,11.7,17.4884088597118,-33.4900754,151.4189252,2.14684628565062,2,1.77601250382442,0.965406531571928
"NSW1075721",1,0,NA,-33.4917287,151.4165608,2.13883334427134,NA,NA,NA
"NSW1075721",1,0,NA,-33.4917287,151.4165608,2.12527945873025,NA,NA,NA
"NSW1075722",3,20.5,27.5771644662754,-33.4881471,151.4189252,2.14146443023541,2,1.67252023995178,0.993425955450413
"NSW1075722",3,20.5,27.5771644662754,-33.4881471,151.4189252,2.14317141349087,2,1.67252023995178,0.993425955450413
"NSW1075723",4,3.75,4.78713553878169,-33.4925003,151.4171656,2.15045913790984,2,0.972353668111134,1.00374619984815
"NSW1075723",4,3.75,4.78713553878169,-33.4925003,151.4171656,2.15523455856457,2,0.972353668111134,1.00374619984815
"NSW1078636",11,36.5,31.0957303249891,-28.4782849,153.5417933,2.26535969066186,4,2.02816963269557,1.03630162842857
"NSW1078637",10,7.5625,11.0111550581347,-28.60431562,153.5739177,2.24523636748249,4,1.32729655195615,0.956869978528463
"NSW1078640",8,7.5,17.2709500110942,-28.60778531,153.5666941,2.23792402785633,5,1.30846919288769,0.901853661790674
"NSW1078641",9,1.55555555555556,2.45515331044271,-28.60516753,153.5740332,2.23817445920977,70,0.163957001553797,0.224933308258684
"NSW1078642",4,4.25,7.22841614740048,-28.6080735,153.5637864,2.25043852129308,2,0.778141065869011,0.702009622001094
"NSW1078645",6,10.0833333333333,17.1942335294908,-28.60557577,153.5734272,2.23359177866497,5,1.09341217765166,1.0198002707551
"NSW1078647",9,25.1111111111111,30.0226766147043,-28.64923983,153.6220029,2.23517411624935,67,0.230327594103989,0.345348128582284
"NSW1078651",5,17.5,29.5719461652425,-28.6482238,153.6235341,2.22095314081059,2,1.05240957106039,0.264441314771537
"NSW1078652",8,12.625,15.3779759024763,-28.64861633,153.6235516,2.23039380942997,4,1.55697418686381,0.840229774997619
"NSW1078653",9,0.111111111111111,0.333333333333333,-28.47786231,153.5446269,2.26674450393043,70,0.128845548202163,0.0693261848104371
"NSW1078654",9,18.5,24.272265183597,-28.64620153,153.6274689,2.22792741522569,5,1.77907235640062,0.913291597626211
"NSW1078656",6,34.6666666666667,35.858983067938,-28.64852792,153.6242193,2.22539560574861,72,0.200322724752539,0.3704243312869
"NSW1078657",7,22.8571428571429,27.0257813419493,-28.64858659,153.6250671,2.21528793263975,3,1.76614416826096,0.818858837237794
"NSW1078658",6,2.75,3.84382621875651,-28.64850763,153.6242216,2.22581498734631,1,1.57179835629995,NA
"NSW1078660",4,4.5,9,-28.64858147,153.6250711,2.22703016696342,4,0.638582138253915,0.831194064078054
"NSW1078662",9,6.85714285714286,11.1119840926898,-28.64885647,153.6259881,2.1685223070896,2,1.65134682727621,0.217061178516704
"NSW1078662",9,6.85714285714286,11.1119840926898,-28.64885647,153.6259881,2.1685223070896,2,1.65134682727621,0.217061178516704
"NSW1078713",1,3,NA,-28.64745043,153.6250369,2.22907829554736,NA,NA,NA
"NSW1079653",1,0,NA,-33.20286067,151.5474484,2.08516162385713,NA,NA,NA
"NSW1079653",1,0,NA,-33.20286067,151.5474484,2.08596892919162,NA,NA,NA
"NSW1079654",9,16.3333333333333,13.1909059582729,-33.20289403,151.5474202,2.08843299486251,3,1.88319183585195,0.146117699950284
"NSW1079658",9,1.0625,1.47448538238164,-32.75007599,152.1210819,2.03289081458441,2,0.666364146161156,0.741887441960179
"NSW1079658",9,1.0625,1.47448538238164,-32.75007599,152.1210819,2.03486910415812,2,0.666364146161156,0.741887441960179
"NSW1079670",10,26.6,18.7761669263043,-33.28465949,151.5516915,2.08697898887781,6,2.33979921323572,0.482491203416016
"NSW1079671",2,0.25,0.353553390593274,-33.28463505,151.5516779,2.07157703086721,1,0.954761469912637,NA
"NSW1079672",4,2.125,1.65201896679992,-33.2845166,151.5521833,2.0812297843426,3,0.891907245827418,0.690967108499327
"NSW1079675",7,23.5714285714286,13.9266787480857,-33.21130892,151.5512911,2.08447818645086,3,1.99881090393539,0.462890241293024
"NSW1079675",7,23.5714285714286,13.9266787480857,-33.21130892,151.5512911,2.0838138961517,3,1.99881090393539,0.462890241293024
"NSW1079677",10,26.75,22.7928473185973,-33.28459471,151.552218,NA,74,0.18724090681392,0.38553096352846
"NSW1079680",8,11.6875,11.7623415428829,-33.28603172,151.5517433,NA,5,1.64516397517518,0.126180318514404
"NSW1079681",2,51,12.7279220613579,-33.28357552,151.5522239,2.07121940944421,2,2.63837098617903,0.247027540643996
"NSW1079682",10,16.525,22.548235333761,-33.28602382,151.551742,2.06937448600608,3,1.89168545382944,0.719260740414099
"NSW1079686",1,5,NA,-32.40612129,152.452775,2.07043606392268,NA,NA,NA
"NSW1079687",5,36.6,26.0345923724571,-33.20875621,151.5500155,2.07579723675269,4,2.29979443089391,0.527516183889586
"NSW1079691",5,1,1.73205080756888,-32.40388962,152.4558823,2.04928740482355,4,0.557132004301735,0.567094521434292
"NSW1079692",3,22.6666666666667,18.6100331362771,-32.75247506,152.1225791,2.02478482375471,69,0.136711298623188,0.0799657146411324
"NSW1079696",10,10.3333333333333,17.6351920885484,-32.40652495,152.4517557,2.04932469885349,3,1.65947773152975,1.18692386371923
"NSW1079697",5,2.2,2.46475150877325,-32.74757274,152.1213281,2.03535799615411,3,0.949746685486742,0.58301058753743
"NSW1079701",10,34.4,18.0259072818356,-32.40648032,152.4517494,2.05990208297769,73,0.263008492572326,0.568947882325093
"NSW1079702",4,23.3333333333333,17.5594229214212,-33.21041547,151.5512684,2.08547604705552,1,2.38339735070039,NA
"NSW1079702",4,23.3333333333333,17.5594229214212,-33.21041547,151.5512684,2.08547604705552,1,2.38339735070039,NA
"NSW1079702",4,23.3333333333333,17.5594229214212,-33.21041547,151.5512684,2.08216092790636,1,2.38339735070039,NA
"NSW1079702",4,23.3333333333333,17.5594229214212,-33.21041547,151.5512684,2.08216092790636,1,2.38339735070039,NA
"NSW1079703",7,12.3571428571429,14.5737043040833,-32.74896662,152.1212028,2.02465009498123,4,1.69633572420025,0.39142066459623
"NSW1079705",7,18.3571428571429,20.3607348543594,-32.253502,152.5345676,2.04882167368813,3,1.68447949488782,0.944295143653619
"NSW1079706",5,0.166666666666667,0.288675134594813,-32.25345377,152.5341452,2.04559776057412,2,0.854379700557138,0.10918643124844
"NSW1079707",3,25.6666666666667,29.9388265189759,-33.21065443,151.5512577,2.08166182138066,NA,NA,NA
"NSW1079708",4,0.75,1.5,-32.748032,152.1212337,2.03934767539448,2,0.678031630188821,0.715213408744142
"NSW1079709",2,13.25,15.2027957955108,-32.74897577,152.1211969,2.03775898208247,NA,NA,NA
"NSW1079710",3,9,13.076696830622,-32.40498167,152.4498453,2.05957805968571,NA,NA,NA
"NSW1079711",8,11.125,16.1017967054257,-32.39118881,152.4519771,2.06718945902108,3,1.54579539888433,0.999991020057663
"NSW1079713",8,4,6.69221295878383,-32.75081717,152.1217409,2.02621067862712,2,1.07946122500798,0.013734001183384
"NSW1079714",6,42,22.6274169979695,-32.58144257,152.2852374,2.0494754862724,71,0.305914398032802,0.575039570927449
"NSW1079715",8,8.28125,10.7864312084343,-32.59141373,152.2735029,2.04472717044112,71,0.149043381537851,0.267695940699539
"NSW1079716",9,11.75,13.9155616898082,-31.69863613,152.791601,2.1612149910009,4,1.67050336629631,0.603843936261411
"NSW1079717",3,36.6666666666667,30.5505046330389,-33.20923622,151.5524043,2.09776013742267,67,0.18750752483003,0.449691236288423
"NSW1079718",7,10,10.4602421896755,-32.75083052,152.1217611,2.04855463748837,4,1.65866326905902,0.314218048590144
"NSW1079719",5,1.375,2.42813371405558,-32.58144257,152.2852374,2.06396695784107,1,1.32714713280525,NA
"NSW1079720",4,27.5,17.0782512765993,-32.40380819,152.4554997,2.05427186842354,2,1.62797640938491,0.386353630737925
"NSW1079721",4,2.25,2.87228132326901,-31.69967177,152.7908758,2.15484441452877,1,1.26335460703588,NA
"NSW1079722",6,9,14.2828568570857,-32.58144257,152.2852374,2.05050037846008,1,1.58231970226579,NA
"NSW1079723",5,1.4,2.19089023002066,-32.75014513,152.1239062,2.04117015927183,4,0,0.62769921039806
"NSW1079724",9,16.9444444444444,15.6013710223742,-32.58366008,152.2830159,2.04141815636984,5,1.87101635825448,0.335698412505424
"NSW1079725",2,22.5,3.53553390593274,-32.40455938,152.4550092,2.06457586437375,NA,NA,NA
"NSW1079726",9,27.8888888888889,20.7932948594279,-31.70961823,152.7898261,2.1426171631536,5,2.26201191391178,0.466605106590496
"NSW1079727",1,0,NA,-32.58364896,152.2830206,2.04814602645375,NA,NA,NA
"NSW1079728",3,16.6666666666667,20.8166599946613,-32.75247562,152.1225817,2.03430251811091,2,2.39729230003049,0.497018103406935
"NSW1079729",4,21.25,11.8145390656315,-32.58534845,152.281299,2.05474596457065,1,1.4849638315038,NA
"NSW1079730",4,11.875,18.8607838295938,-32.40517351,152.4501677,2.05959816529164,3,1.00914623648724,0.687117146702058
"NSW1079731",7,12,18.2117178395303,-31.71631709,152.791639,2.13958299652349,2,1.75369688610119,0.474047229854338
"NSW1079732",6,0.166666666666667,0.408248290463863,-32.40455719,152.4550025,2.05088139113305,2,0.0386431365657781,0.0691939938892218
"NSW1079733",4,8.5,7.68114574786861,-32.58106381,152.2854511,2.06278360832636,1,1.38388014543676,NA
"NSW1079735",4,0.625,1.25,-31.71631504,152.7916554,2.14259702249704,1,0.128624859194496,NA
"NSW1079736",8,19.5625,22.8495662665931,-31.71824925,152.7925521,2.15462865940085,2,2.27207950571495,0.0598987591859212
"NSW1079737",6,9.16666666666667,10.6848802832164,-32.59188917,152.2724035,2.05459243191986,2,1.46352363456302,0.0349178284058291
"NSW1079738",5,3.1,2.60768096208106,-31.68884571,152.7937629,2.14273220840081,2,1.41582633130051,0.0157246473590975
"NSW1079739",6,22.1666666666667,21.0277594304925,-31.69862089,152.7916118,2.14789895124434,4,2.307833070783,0.301227710848133
"NSW1079740",7,22.1428571428571,25.9642611514916,-32.24914199,152.5377314,2.04031485077033,1,1.13194876939958,NA
"NSW1079741",1,0,NA,-31.33082294,152.9575479,2.1829389853168,NA,NA,NA
"NSW1079743",1,0,NA,-31.71505587,152.7912195,2.13737387101275,NA,NA,NA
"NSW1079744",6,6.91666666666667,11.4909384589191,-32.25109305,152.5364718,2.06049004210238,2,0,0.0175331950261537
"NSW1079745",3,17.1666666666667,28.4443901909205,-31.49982136,152.9005251,2.17484447093836,3,1.19040383456053,0.9928068754458
"NSW1079746",6,1.83333333333333,2.13697605664328,-31.33168946,152.9570097,2.19545029190309,4,0.686539185016802,0.573778670598646
"NSW1079747",10,12.6666666666667,23.5212669726782,-31.0495524,153.03983,2.18172208117065,5,1.14377693834557,1.04094708726223
"NSW1079748",3,17.3333333333333,19.6299091524473,-32.25015074,152.5368591,2.06471211856082,1,2.35757382211612,NA
"NSW1079750",9,7.66666666666667,11.1915146427997,-31.50047217,152.8997563,2.17556689503528,4,0.582625511810462,0.610796428987991
"NSW1079751",9,5.14285714285714,4.81070235442364,-31.33080433,152.9575655,2.189499774695,4,1.29665822281524,0.685899196960817
"NSW1079752",2,10.25,10.9601551083915,-31.03003889,153.0250251,2.18100044988601,2,1.67130063466174,0.374622348104819
"NSW1079753",5,3.2,3.03315017762062,-32.25012837,152.5368438,2.040927433387,3,1.05834080498045,0.854838984092085
"NSW1079755",5,3.8,3.32791225845875,-31.50046378,152.8997506,2.1620458426383,2,1.42665241671776,0.285002553377208
"NSW1079756",6,16.8333333333333,19.8031983948721,-31.32818962,152.9589881,2.17866897325909,1,2.61872196146003,NA
"NSW1079758",5,0.75,1.5,-32.25109093,152.5364798,2.0433937195541,1,0.200836878630551,NA
"NSW1079760",10,12.1,15.8566494989747,-31.50147069,152.8986933,2.17969743667904,4,1.15935670961279,0.737883189576671
"NSW1079761",8,16.625,24.7671297143152,-31.32815482,152.9590002,2.1887506807713,3,1.66269074097051,1.20902590144546
"NSW1079761",8,16.625,24.7671297143152,-31.32815482,152.9590002,2.19040736342841,3,1.66269074097051,1.20902590144546
"NSW1079762",6,1.3,1.39642400437689,-31.3139559,152.9694803,2.17703509809001,1,0.129614357584558,NA
"NSW1079763",5,6,10.7004672795163,-31.70962811,152.789829,2.14127219217575,2,0.792130754910926,0.636499409003385
"NSW1079763",5,6,10.7004672795163,-31.70962811,152.789829,2.14445076916899,2,0.792130754910926,0.636499409003385
"NSW1079765",8,9.25,13.2341549463068,-31.31318018,152.9667334,2.18666271456038,3,1.45339092841582,0.118212221010742
"NSW1079766",4,6.5,11.6761865920913,-31.30981403,152.9633359,2.19845558697892,2,1.56318157990195,0.732220492514278
"NSW1079768",9,24,21.0594396886527,-32.25129137,152.5365557,2.05543812806781,2,2.44451581461646,0.0788124307322867
"NSW1079772",9,16.4375,16.4348008375955,-31.50224463,152.8982869,2.17507331431915,2,1.02568481631451,1.1516772760647
"NSW1079773",10,23.9,23.4269550352201,-32.25249922,152.5306496,2.05674693682513,4,2.13452218120582,0.459732840894438
"NSW1079774",10,5.9,10.7646540946645,-31.33241514,152.9565065,2.18471709566614,6,1.42928379905218,0.51113007385686
"NSW1079774",10,5.9,10.7646540946645,-31.33241514,152.9565065,2.18471709566614,6,1.42928379905218,0.51113007385686
"NSW1079778",6,17.9,20.2496913556726,-32.25249091,152.5306509,2.05074375224851,1,2.24546654529849,NA
"NSW1079779",6,5.75,9.56948274464195,-31.31946985,152.9668781,2.18619061565868,4,1.05103594279977,0.539916158312051
"NSW1079779",6,5.75,9.56948274464195,-31.31946985,152.9668781,2.19130147505228,4,1.05103594279977,0.539916158312051
"NSW1079783",10,3.52777777777778,3.67517951186666,-31.05007697,153.0415239,2.18605297806625,6,0.868755177851557,0.628702202973924
"NSW1079784",5,6,8.21583836257749,-31.49350321,152.9038629,2.17254091045949,NA,NA,NA
"NSW1079788",11,25.3,24.169769915698,-31.04981504,153.0406556,2.1922590513716,4,1.5459453378604,0.716457396069922
"NSW1079789",6,7.25,5.88005102018681,-31.49418374,152.9035492,2.17979312743675,3,1.82780457376816,0.128941242774262
"NSW1079793",4,6,5.56776436283002,-31.0492059,153.0393076,2.17458659564808,3,1.41805640209996,0.364367029123461
"NSW1079794",4,11.5,10.7548438699345,-31.49420354,152.9035574,2.17398463864287,3,1.45927462763578,0.344828791203508
"NSW1079798",10,16.3,14.8234049169998,-31.04851124,153.0380382,2.17797778678584,4,1.73277880488512,0.686996387574755
"NSW1079799",4,1.16666666666667,1.60727512683216,-31.30753143,152.9627998,2.18536669965271,2,0.700515116138968,0.75160146318866
"NSW1079803",3,11.6666666666667,8.50490054811538,-31.02313825,153.0207133,2.1834974571958,2,1.96812121323256,0.141074339696882
"NSW1079804",12,11.7272727272727,15.0953033032855,-31.49540748,152.9030448,2.16706830460859,6,1.2612062696452,0.627262823640087
"NSW1079808",8,6.5,8.15913160645351,-31.02977903,153.0255807,2.17271915098134,4,1.09190427134093,0.626492948767062
"NSW1079809",6,26.8333333333333,23.464157062777,-31.50223666,152.8982914,2.1633539484902,4,1.83025043072453,1.00452773556084
"NSW1079813",5,2.9,4.12916456441252,-31.03043342,153.0241479,2.17762305165245,2,0.977828193390905,0.00987298329605286
"NSW1079814",8,11.5,14.3128314060197,-31.49585756,152.9025959,2.16874392208924,3,2.28347098972471,0.277818181045992
"NSW1079818",6,24.1666666666667,20.3510851471529,-31.03060077,153.0237167,2.18551665411131,2,2.49851441009135,0.0319285295765305
"NSW1079821",6,7.16666666666667,11.6347181601733,-31.68235956,152.8002216,2.1570125585211,2,1.58991337910097,0.0594880459479891
"NSW1079822",5,9.7,8.57029754442633,-31.68554497,152.7971721,NA,2,1.70658326654643,0.27245617654829
"NSW1080758",1,0,NA,-30.18909914,153.1615232,2.20148220167507,1,0.212409097093613,NA
"NSW1080759",7,15.0714285714286,25.0639657866105,-30.17570688,153.1868368,NA,4,1.8772618613514,0.618994666025583
"NSW1080761",8,4.75,8.00892359451987,-30.18909784,153.1615165,2.19906838641152,6,1.04587115199797,0.651178384639709
"NSW1080762",7,21.5714285714286,23.5874764995971,-30.19164058,153.1644314,2.19890693962808,3,2.18482638590759,0.680838000202937
"NSW1080763",2,0,0,-30.03875313,153.1961878,2.16983333185657,NA,NA,NA
"NSW1080764",6,12,26.8328157299975,-29.85198428,153.2637667,2.12561064623463,1,0.0420542763800917,NA
"NSW1080765",8,4.625,8.42084997406522,-30.03709778,153.1968916,2.16670282608447,5,0.961869444306397,0.785190597166965
"NSW1080766",5,0.833333333333333,1.44337567297406,-29.85212664,153.2629126,2.12253864221837,1,1.16212572166535,NA
"NSW1080767",8,12.1428571428571,17.8178615573303,-30.18913757,153.1614909,2.21762629974563,4,1.26706126872716,1.20709466220602
"NSW1080768",7,6.85714285714286,13.0948917703122,-30.03595822,153.1971047,2.16079532669117,NA,NA,NA
"NSW1080770",7,6.64285714285714,10.9419463751286,-30.0364465,153.1972212,NA,3,1.1876270674439,0.692998474644801
"NSW1080771",4,23.375,25.3225031674727,-30.03812797,153.1965677,2.16473001778888,3,1.45819075138475,0.815093737324761
"NSW1080772",10,14.3125,22.9018675158662,-30.18911622,153.1615077,2.19936514188763,4,1.12960675493395,0.95922669764252
"NSW1080773",9,11.3333333333333,14.560219778561,-30.03477256,153.1975396,2.16726732283248,5,1.24295284033726,0.568687292663463
"NSW1080774",8,4.71428571428571,11.2058658108791,-30.03558083,153.1972502,2.15941881211136,4,0.862331737726975,0.824244000306238
"NSW1080775",10,2.4,4.59951688284276,-30.03464414,153.1976471,2.1621325818699,4,1.1099319187383,0.675559638724289
"NSW1080776",9,3.88888888888889,8.08462189042327,-30.03812084,153.1965746,2.15984224611083,4,0.798035529108309,1.0227423163477
"NSW1080777",6,12.8333333333333,15.8292977313167,-29.85199418,153.2709712,2.12541194770094,3,0.924326041788414,0.630772540278377
"NSW1080778",6,10.25,11.8395523564027,-29.85293685,153.2701393,2.13399471841912,2,1.13216625737242,1.23953905195134
"NSW1080779",5,12.5,26.5753645318366,-29.85293715,153.2701373,NA,1,1.18521117970357,NA
"NSW1080780",8,15.1875,12.5866638607241,-30.18916854,153.1616169,2.20328362508957,5,1.28763781176136,0.67325999520366
"NSW1080781",8,1.325,2.27454862084138,-29.85200872,153.2619853,2.11439607244312,3,0.251750366413722,0.245989803557086
"NSW1080782",7,2.07142857142857,1.74233013109292,-29.8522382,153.262396,2.11529727930433,2,0.625396901399814,0.734022293726591
"NSW1080784",8,9.75,11.4236596587959,-29.85248481,153.2632438,2.12465201185142,5,1.40717415128372,0.788204931095441
"NSW1080785",1,6,NA,-29.85176757,153.2696437,2.15441730925629,1,1.48918585675032,NA
"NSW1080785",1,6,NA,-29.85176757,153.2696437,2.15441730925629,1,1.48918585675032,NA
"NSW1080786",3,0,0,-29.85176414,153.26967,2.12629009367208,NA,NA,NA
"NSW1080787",4,9.5,6.13731754650732,-29.85197584,153.2709461,2.12305316107458,2,1.68283055187887,0.158975217924934
